"","GeneId","Descripcion","Ctrl0hr","Ctrl1hr","Encyst1hr","Ctrl4hr","Encyst4hr","Ctrl8hr","Encyst8hr"
"ACA1_207820","ACA1_207820","fatty acid elongase",261.19,287.97,61.7,348.25,115.21,341.59,124.82
"ACA1_207970","ACA1_207970","Myblike DNA-binding domain containing protein",43.55,49.84,3.17,41.42,6.3,36.77,11.9
"ACA1_208090","ACA1_208090","DnaJ domain containing protein",143.18,164.21,9.35,136.59,19.99,124.51,35.59
"ACA1_208100","ACA1_208100","hypothetical protein",315.54,333.09,59,294.9,53.84,261.91,48
"ACA1_208120","ACA1_208120","hypothetical protein",298.67,337.68,244.24,369.05,194.28,401.96,206.21
"ACA1_208140","ACA1_208140","ER lumen proteinretaining receptor-like protein",61.65,60.68,80.01,61.72,74.36,64.73,94.44
"ACA1_208220","ACA1_208220","SAC3/GANP family protein",229.57,219.12,124.6,237.13,129.3,205.95,133.31
"ACA1_208240","ACA1_208240","aminotransferase, class IV superfamily protein",110.85,105.89,90.08,93.71,99.25,103.56,101.13
"ACA1_208260","ACA1_208260","acylCoA dehydrogenase, middle domain containing protein",40.98,43.75,22.21,37.01,14.75,42.51,18.55
"ACA1_208270","ACA1_208270","NADH dehydrogenase, putative",130.01,124.93,58.66,117.79,48.34,97.5,45.48
"ACA1_208340","ACA1_208340","hypothetical protein",39.93,36.68,23.8,37.05,30.26,32.95,34.97
"ACA1_208440","ACA1_208440","QaSNARE, SYP3/Sed5p/Syntaxin 5-type, putative",61.86,49.75,89.09,53.65,84.38,51.75,80.97
"ACA1_208450","ACA1_208450","hypothetical protein",691.4,1168.97,1121.33,714.82,936.18,863.45,822.33
"ACA1_208600","ACA1_208600","hydrolase, alpha/beta fold domain containing protein",41.38,39.37,24.63,41.12,21.86,40.37,25.53
"ACA1_208960","ACA1_208960","hypothetical protein",41.03,29.57,15.01,39.94,10.41,38.02,8.36
"ACA1_209240","ACA1_209240","RNA recognition motif domain containing protein",422.42,372.84,31.27,122.62,7.74,124.66,6.87
"ACA1_209820","ACA1_209820","hypothetical protein",41.45,43.59,51.58,34.46,49.46,35.31,60.53
"ACA1_209830","ACA1_209830","prohibitin 2, putative",290.07,293.22,59.14,349.6,172.06,299.84,252.65
"ACA1_210380","ACA1_210380","PQ loop repeat-containing protein",40.95,26.61,10.67,27.03,17.56,23.73,21.35
"ACA1_210390","ACA1_210390","hypothetical protein",40.76,35.73,59.48,44.37,66.63,48.81,57.8
"ACA1_210510","ACA1_210510","hypothetical protein",44.73,46.64,30.54,44.08,39.04,43.41,43.85
"ACA1_210540","ACA1_210540","ABC transporter, ATPbinding domain containing protein",69.12,32.65,8.75,24.03,3.98,54.27,2.1
"ACA1_210550","ACA1_210550","hypothetical protein",73.74,30.2,7.54,24.43,3.48,48.74,1.04
"ACA1_210680","ACA1_210680","U-box domain containing protein",45.54,51.14,58.9,40.25,60.66,38.09,74.93
"ACA1_210800","ACA1_210800","riboflavin aldehydeforming enzyme, putative",122.3,120.04,54.09,73.39,66.91,116.28,26.45
"ACA1_211920","ACA1_211920","transcription factor SII (TFIIS) domain containing protein",155.83,167.43,3.05,136.99,6.83,118.15,7.11
"ACA1_211950","ACA1_211950","hypothetical protein",49.58,10.38,65.87,11.09,94.98,25.5,113.56
"ACA1_212080","ACA1_212080","hypothetical protein",75.29,10.03,38.81,24.77,54.17,72.44,70.12
"ACA1_212200","ACA1_212200","hypothetical protein",113.82,36.21,129.12,73.63,143.59,138.08,164.22
"ACA1_212840","ACA1_212840","CROP protein",58.85,53.11,37.7,57.4,43.98,55.07,43.8
"ACA1_212970","ACA1_212970","hypothetical protein",58.92,60.19,60.38,59.09,56.95,62.49,69.87
"ACA1_214330","ACA1_214330","hypothetical protein",136,135.21,31.58,151.97,35.86,152.15,41.2
"ACA1_214340","ACA1_214340","hypoxanthine-guanine phosphoribosyltransferase",630.24,611.17,388.33,601.32,223.21,542.73,258.6
"ACA1_214640","ACA1_214640","cobalaminindependent methionine synthase",417.07,389.79,165.56,483.07,14.02,616.56,10.99
"ACA1_214850","ACA1_214850","LIM domain containing protein",58.15,46.14,44.64,53.47,79.29,52.99,86.88
"ACA1_214910","ACA1_214910","expansin family protein",54.72,62.43,49.11,21.36,67.4,24.84,67.71
"ACA1_214920","ACA1_214920","hypothetical protein",127.19,32.24,78.22,37.13,65.28,86.23,70.7
"ACA1_214980","ACA1_214980","HAD hydrolase, family IA, variant 3 subfamily protein",100.7,86.53,309.11,79.14,111.82,85.53,113.11
"ACA1_215010","ACA1_215010","inorganic diphosphatase",711.42,699.55,676.5,699.3,673.52,600.45,719.28
"ACA1_215460","ACA1_215460","cyclophylin, putative",1583.16,1638.77,2189.91,1727.94,2872.35,1728.79,3314.18
"ACA1_215470","ACA1_215470","din-acetylchitobiase 2, putative",41.47,25.21,27.43,41.85,44.1,37.68,27.64
"ACA1_215620","ACA1_215620","Rasrelated GTPase",58,50.94,192.51,48.67,177.2,55.27,126.35
"ACA1_215650","ACA1_215650","hypothetical protein",277.67,166.86,61.45,207.01,72.4,241.58,24.27
"ACA1_215900","ACA1_215900","RAP1A, member of RAS oncogene family",412.86,426.13,618.79,363.74,668.03,378.63,536.93
"ACA1_215920","ACA1_215920","SH3 domain containing protein",43.34,51.16,75.62,42.22,65.84,40.51,63.75
"ACA1_215950","ACA1_215950","hypothetical protein",466.76,339.09,57.3,321.92,924.7,329.29,1394.3
"ACA1_215980","ACA1_215980","adhesion regulating molecule region protein, putative",90.87,98.96,367.95,80.92,175.35,85.09,123.63
"ACA1_216020","ACA1_216020","cudA family protein",81.34,54.45,21.24,65.7,102.5,69.05,127.83
"ACA1_216320","ACA1_216320","homogentisate 1,2dioxygenase",83.78,77.12,79.78,134,82.28,186.23,83.35
"ACA1_216340","ACA1_216340","purinergic receptor, putative",41.02,46.54,42.46,39.18,45.76,40.18,44.22
"ACA1_216350","ACA1_216350","EF hand domain containing protein",53.56,43.41,65.75,41.03,58.62,39.3,48.12
"ACA1_216380","ACA1_216380","mitochondrial inner membrane magnesium transporter lpe10, putative",51.74,46.27,71.33,43.31,68.27,42.63,66.28
"ACA1_216390","ACA1_216390","MIF4G domain containing protein",135.59,144.16,38.47,131.76,40.44,127.14,38.55
"ACA1_216400","ACA1_216400","hypothetical protein",211.67,219.12,58.57,205.65,57.56,192.02,58.76
"ACA1_216440","ACA1_216440","protein phosphatase 2C domain containing protein",40.26,38.32,77.14,34.38,71.83,36.18,82.39
"ACA1_216450","ACA1_216450","maintenance of killer 16 (mak16) protein, putative",99.4,107.67,18.13,94.95,21.86,89.75,26.76
"ACA1_216690","ACA1_216690","hypothetical protein",250.19,165.56,55.84,188.33,77.06,202.12,23.48
"ACA1_217140","ACA1_217140","hypothetical protein",184.46,226.76,116.12,198.65,71.58,205.75,95.15
"ACA1_217160","ACA1_217160","hypothetical protein",414.77,411.34,383.15,430.25,430.21,440.28,561.87
"ACA1_217210","ACA1_217210","mitochondrial import receptor subunit tom40, putative",85.3,95.68,28.58,107.33,43.35,102.33,59.09
"ACA1_217260","ACA1_217260","GTPbinding protein TypA/BipA, putative",68.57,77.47,15.75,92.34,0.88,94.57,1.45
"ACA1_217280","ACA1_217280","protein kinase domain containing protein",77.83,73.14,175.35,76.06,200.64,73.8,192.91
"ACA1_217310","ACA1_217310","transmembrane proteins 14c protein",58.08,47.8,53.77,40.7,63.29,38.64,65.75
"ACA1_217360","ACA1_217360","bacterioferritin comigratory protein",221.1,192.94,378.29,190.25,418.18,183.79,378.52
"ACA1_217370","ACA1_217370","adaptorrelated protein complex 1, beta 1 subunit, isoform 2, putative",55.78,56.38,65.8,63.14,62.91,70.12,58.83
"ACA1_217730","ACA1_217730","Tim10/DDP family zinc finger superfamily protein",135,176.92,9.61,166.19,39.38,144.32,116.85
"ACA1_217740","ACA1_217740","gammaglutamyltransferase",66.91,65.03,9.64,66.28,33.9,61.36,48.55
"ACA1_217760","ACA1_217760","hypothetical protein",64.34,44.44,40.89,47.57,24.27,50.45,26.68
"ACA1_218260","ACA1_218260","hypothetical protein",81.89,59.32,186.46,66.16,111.5,79.17,90.26
"ACA1_218370","ACA1_218370","myosinI binding protein, putative",57.55,58.05,81.13,61.14,76.97,67.96,64.64
"ACA1_218380","ACA1_218380","polyubiquitin, putative",69.21,66.21,87.05,66.72,102.86,62.34,78.07
"ACA1_218400","ACA1_218400","thioredoxin domain containing protein",103.5,127.1,39.31,131.11,69.81,129.55,99.18
"ACA1_218410","ACA1_218410","hypothetical protein",250.76,235.55,270.15,218.09,331.32,215.61,297
"ACA1_218420","ACA1_218420","hypothetical protein",51.87,43.45,101.97,42.36,58.62,54.02,53.32
"ACA1_218430","ACA1_218430","Oligoribonuclease, mitochondrial precursor, putative",66.8,62.67,28.35,49.59,47.41,43.64,56.08
"ACA1_218440","ACA1_218440","RNA polymerase Rpb3/Rpb11 dimerization domain containing protein",126.78,123.07,99.41,117.63,148.38,117.33,181.28
"ACA1_218460","ACA1_218460","hypothetical protein",165.06,158.59,89.7,159.29,88.48,142.5,81.11
"ACA1_218470","ACA1_218470","rasrelated protein Rab-21, putative",123.37,106.39,190.52,103.49,208.85,104.84,199.6
"ACA1_218590","ACA1_218590","hypothetical protein",47.92,47.22,15.35,43.11,23.2,40.3,26.38
"ACA1_218600","ACA1_218600","PCI domain containing protein",187.9,200.53,56.29,199.27,50.35,211.06,46.47
"ACA1_218610","ACA1_218610","hypothetical protein",55.36,52.7,41.5,52.62,35.06,51.93,32.83
"ACA1_218630","ACA1_218630","hypothetical protein",152.05,147.28,29.83,186.26,21.01,177.81,20.51
"ACA1_218640","ACA1_218640","nucleoside diphosphate kinase 1, putative",818.4,796.87,641.78,807.62,435.72,754.32,343.61
"ACA1_218650","ACA1_218650","ribosomal protein L9, Nterminal domain containing protein",94.67,105.32,21.41,101.9,20.34,118.42,21.81
"ACA1_218690","ACA1_218690","1,2dihydroxy-3-keto-5-methylthiopentene dioxygenase",335.73,320.43,163.34,318.54,172.17,288.87,159.69
"ACA1_219070","ACA1_219070","Nfrl, putative",130.84,116.58,98.15,127.6,83.82,122.92,59.58
"ACA1_219090","ACA1_219090","hypothetical protein",80.92,81.21,157.08,58.04,184.78,61.86,198.2
"ACA1_219430","ACA1_219430","iron donor protein CyaY, putative",55.46,62.81,31.85,54.01,30.53,54.66,27.04
"ACA1_219740","ACA1_219740","Nacetyltransferase",43.03,38.06,64.85,31.27,62.32,31.72,107.62
"ACA1_219780","ACA1_219780","hypothetical protein",430.13,401.9,201.61,407.58,279.32,335.48,382.74
"ACA1_219820","ACA1_219820","actin-1, putative",619.39,650.62,945.09,749.28,559.08,968.94,312.01
"ACA1_220030","ACA1_220030","mitochondrial NADH:ubiquinone oxidoreductase 19 kDa subunit",209.04,208.18,176.48,199.73,198.18,186.85,206.62
"ACA1_220040","ACA1_220040","40S ribosomal protein S3a, putative",2296.03,2443.65,2066.35,2451.11,1408.34,2504.7,1233.5
"ACA1_220050","ACA1_220050","calponin domain containing protein",63.2,61.09,327.33,45.32,283.18,59.91,246.14
"ACA1_220060","ACA1_220060","SAP domain containing protein",42.81,41.75,62.16,52.77,101.96,58.91,125.49
"ACA1_220090","ACA1_220090","Nethylammeline chlorohydrolase",200.69,226.97,55.62,205.42,52.33,197,56.02
"ACA1_220120","ACA1_220120","uricase",129.74,202.97,37.35,322.67,57.42,505.55,70.98
"ACA1_220130","ACA1_220130","hypothetical protein",55.33,54.77,32.99,58.65,28.39,50.61,29.27
"ACA1_220140","ACA1_220140","eukaryotic translation elongation factor 2, putative",916.06,1053.31,516.2,1219.58,338.41,1449.79,337.96
"ACA1_220200","ACA1_220200","hypothetical protein",77.14,76.37,166.15,79.03,87.88,82.54,62.99
"ACA1_220570","ACA1_220570","cyclopropyl isomeraselike protein",73.47,75.78,25.85,73.51,34.1,79.44,36.36
"ACA1_220660","ACA1_220660","phosphoserine transaminase",60.01,60.04,44.45,57.34,32.94,57.94,29.71
"ACA1_220710","ACA1_220710","malate dehydrogenase 3, putative",648.57,680.12,765.35,705.88,451.28,842.98,552.07
"ACA1_220740","ACA1_220740","tetratricopeptide repeat domain containing protein",47.29,45.3,55.62,41.28,42.03,36.82,46.03
"ACA1_220760","ACA1_220760","catalytic, putative",55.45,66.37,212.1,64.96,216.51,65.26,228.94
"ACA1_220770","ACA1_220770","urease accessory protein UreG, putative",95.83,71.51,77.3,93.26,52.21,86.15,43.17
"ACA1_221060","ACA1_221060","leucine rich repeat domain containing protein",46.22,37.32,63.48,29.66,25.98,43.13,24.04
"ACA1_221070","ACA1_221070","carrier superfamily protein",64.69,81.37,32.5,76.24,57.26,71.07,73.33
"ACA1_221090","ACA1_221090","Peptidylprolyl cis-trans isomerase",56.84,61.29,58.32,59.23,52.15,58.68,65.28
"ACA1_221200","ACA1_221200","hypothetical protein",44.81,44.37,40.79,42.69,39.68,41.29,45.66
"ACA1_221620","ACA1_221620","hypothetical protein",59.34,59.13,211.4,48.73,220.43,54.04,284.98
"ACA1_221650","ACA1_221650","R3H domain containing protein",67.47,65.81,120.02,41.97,75.8,53.23,81.89
"ACA1_221770","ACA1_221770","3hydroxyanthranilate 3,4-dioxygenase",45.09,41.46,74.95,47.93,55.78,60.83,57.24
"ACA1_222310","ACA1_222310","tubulin gamma chain",78.46,28.33,10.11,74.46,21.64,65.64,28.14
"ACA1_222320","ACA1_222320","CDP-alcohol phosphatidyltransferase superfamily protein",40.21,28.05,17.82,37.59,25.36,40.95,28.24
"ACA1_222670","ACA1_222670","galactosyl transferase GMA12/MNN10 family protein",79.31,108.18,119.19,81.26,33.46,76.43,36.33
"ACA1_222700","ACA1_222700","peptidase S8 and S53 subtilisin kexin sedolisin, putative",312.53,294.52,54.05,211.31,617.6,278.75,1221.73
"ACA1_222710","ACA1_222710","serine rich protein",505.36,355.73,193.85,412.05,100.18,465.49,107.84
"ACA1_222720","ACA1_222720","shortchain dehydrogenase/reductase SDR, putative",113.79,109.16,144.69,106.02,119.3,99.82,132.21
"ACA1_223050","ACA1_223050","ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein",716.07,934.94,231.47,818.77,134.31,950.31,149.56
"ACA1_223060","ACA1_223060","hypothetical protein",43.11,36.68,58.72,39.77,55.05,36.98,49.95
"ACA1_223220","ACA1_223220","Protein-tyrosine-phosphatase",39.75,29.03,20.9,37.95,18.56,34.7,16.83
"ACA1_223280","ACA1_223280","cytochrome c1, putative",383.05,411.1,263.57,429.79,195.35,486.15,181.22
"ACA1_223300","ACA1_223300","coatomer subunit beta'2, putative",162.39,145.25,191.47,153.52,165.52,156.16,152.53
"ACA1_223330","ACA1_223330","peptidase S8 and S53 subtilisin kexin sedolisin, putative",209.29,137.37,355.29,166.57,580.66,173.71,487.09
"ACA1_223790","ACA1_223790","Saccharopine dehydrogenase (NAD+, Llysine-forming), putative protein",56.17,63.07,33.75,70.41,10.61,74.51,5.08
"ACA1_223920","ACA1_223920","saccharopine dehydrogenase (nad+, l-lysine forming), putative",85.58,111.9,54.95,112.41,24.68,126.14,14.71
"ACA1_224290","ACA1_224290","complex I intermediateassociated CIA30 protein",40.33,41.97,23.53,46.22,25.86,41.7,36.74
"ACA1_224300","ACA1_224300","EF1 guanine nucleotide exchange domain containing protein",979.96,1066.02,590.13,1175.35,695.35,1307.56,611.29
"ACA1_224330","ACA1_224330","electron transport complex, RnfABCDGE type, D subunit",106.95,82.91,71.1,93.76,128.67,83.6,95.11
"ACA1_224340","ACA1_224340","importin beta subunit",74.72,64.58,33.13,90.09,55,97.92,65.05
"ACA1_224360","ACA1_224360","1pyrroline-5-carboxylate dehydrogenase",148.74,136.47,343.24,152.62,1458.3,144.05,2002.06
"ACA1_224400","ACA1_224400","TolAlike protein",187.14,180.54,255.93,185.73,236.85,175.29,156.74
"ACA1_224420","ACA1_224420","COMM domain containing protein 1, putative",39.66,35.22,17.22,34,42.47,35.02,34.01
"ACA1_224500","ACA1_224500","phospholipidtranslocating P-type ATPase family protein",56.12,46.01,29.65,59.76,52.91,58.6,50.63
"ACA1_224850","ACA1_224850","galactosebinding domain containing protein",48.61,47.02,51.22,44.29,83.14,40.84,109.91
"ACA1_224870","ACA1_224870","X7, putative",231.18,204.54,127.4,306.37,149.45,381.33,148.98
"ACA1_225890","ACA1_225890","hypothetical protein",42.63,47.55,8.13,33.15,12.73,33.47,24.71
"ACA1_225920","ACA1_225920","cholinesterase",84.31,77.4,85.96,76.04,83.9,80.28,73.42
"ACA1_226070","ACA1_226070","5'-nucleotidase",49.86,42.11,52.26,36.89,12.28,30.11,7
"ACA1_226180","ACA1_226180","5'nucleotidase",54.76,42.2,96.66,46.09,44.77,44.87,29.87
"ACA1_226540","ACA1_226540","zinc finger, C3HC4 type (RING finger) domain containing protein",48.18,52.56,50.6,47.43,71.47,48.56,93.92
"ACA1_226670","ACA1_226670","hypothetical protein",41.71,41.9,39.91,39.52,60.03,39.42,72.44
"ACA1_226680","ACA1_226680","hypothetical protein",61.95,59.08,41.55,48.8,67.18,39.09,102.54
"ACA1_226690","ACA1_226690","phosphoribulokinase / uridine kinase superfamily protein",50.71,65.3,12.56,48.6,20.21,45.33,28.33
"ACA1_226720","ACA1_226720","DnaJ domain containing protein",165.83,165.74,144.32,156.04,179,152.59,210.33
"ACA1_226750","ACA1_226750","calponin domain containing protein",59.22,45.61,50.77,57.96,51.52,51.85,56.05
"ACA1_226890","ACA1_226890","Ankyrin repeatcontaining protein",369.98,314.46,171.12,401.36,170.85,343.87,123.44
"ACA1_227010","ACA1_227010","Utp11 protein",72.83,59.71,2.97,71.93,8.18,52.75,12.42
"ACA1_227700","ACA1_227700","isocitrate dehydrogenase Idp1, putative",139.03,140.38,186.63,143.06,153.41,148.47,129.93
"ACA1_227710","ACA1_227710","hypothetical protein",46.06,9.91,0.42,45.69,0.17,40.82,0.26
"ACA1_227720","ACA1_227720","hypothetical protein",135.32,167.7,10.61,174.08,7.37,168.71,10.35
"ACA1_227760","ACA1_227760","Ras subfamily protein",250.04,217.97,165.95,209.24,236,193.84,268.4
"ACA1_228370","ACA1_228370","RWD domain containing protein",104.53,101.14,62.95,92.31,69.02,86.99,71.36
"ACA1_228650","ACA1_228650","hypothetical protein",49.42,42.07,44.04,41.9,36.12,42.73,33.35
"ACA1_228660","ACA1_228660","DNA-directed RNA polymerase III 34kD-subunit family protein, putative",42.24,39.99,9.2,37.04,13.6,38.99,14.41
"ACA1_228670","ACA1_228670","hypothetical protein",60.78,55.78,27.86,53.02,27.11,48.25,19.33
"ACA1_228710","ACA1_228710","DnaJ domain containing protein",88.71,90.55,68.17,99.27,50.36,96.04,63.11
"ACA1_228750","ACA1_228750","dual specificity phosphatase, catalytic domain containing protein",126.23,114.43,114.39,107.96,94.21,102.97,96.06
"ACA1_229160","ACA1_229160","hypothetical protein",50.43,47.52,82.86,46.15,65.97,52.19,73.46
"ACA1_229180","ACA1_229180","WD repeat protein",72.25,83.48,16.74,71.41,24.81,72.68,21.53
"ACA1_229190","ACA1_229190","MYND finger domain containing protein",209.98,220.74,68.44,196.13,91.59,209.77,111.4
"ACA1_229200","ACA1_229200","Ras-related protein Rab-1A, putative",78.53,84.99,187.19,63.13,184.94,72.97,203.29
"ACA1_229480","ACA1_229480","hypothetical protein",80.25,69.62,111.74,54.59,118.68,70.11,135.42
"ACA1_229520","ACA1_229520","protein serine/threonine kinase, putative",43.51,43.92,66.52,35.6,52.72,33.02,50.05
"ACA1_229580","ACA1_229580","hypothetical protein",573.8,541.33,274.96,472.21,693.01,475.13,696.85
"ACA1_229730","ACA1_229730","Ras-related GTP-binding protein A, putative",51.54,48.07,34,41.45,38.65,40.67,45.61
"ACA1_230190","ACA1_230190","RNA recognition motif domain containing protein",55.09,38,99.36,41.6,109.78,47.49,98.75
"ACA1_230230","ACA1_230230","hypothetical protein",60.39,56.74,48.84,47.58,57.63,39.79,48.06
"ACA1_230440","ACA1_230440","p21activated protein kinase-interacting protein 1, putative",88.65,89.43,2.23,82.48,4.11,74.25,5.39
"ACA1_230460","ACA1_230460","2OGFe(II) oxygenase",66.48,31.59,46.34,22.77,10.96,53.3,5.59
"ACA1_230530","ACA1_230530","S(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase",197.3,199.55,293.64,186.07,390.76,188.98,478.54
"ACA1_230800","ACA1_230800","phosphoenolpyruvate carboxykinase",57.13,41.72,29.64,46.86,14.59,59.86,13.27
"ACA1_231010","ACA1_231010","phosphoenolpyruvate carboxykinase",176.25,121.47,105.54,148.74,49,183.24,45.62
"ACA1_231810","ACA1_231810","hypothetical protein",79.02,74.8,8.28,74.01,9.43,72.35,10.93
"ACA1_232380","ACA1_232380","thiazole biosynthesis protein ThiG, putative",192.58,292.75,202.66,165.76,174.16,359.66,343.66
"ACA1_232400","ACA1_232400","shortchain dehydrogenase/reductase SDR, putative",52.64,56.77,43.26,46.98,36.81,48.28,37.95
"ACA1_232430","ACA1_232430","CBS domain containing protein",160.45,129.4,217.39,343.29,136.38,377.97,141.57
"ACA1_232470","ACA1_232470","hypothetical protein",71.6,73.86,75.21,63.79,85.91,68.79,87.69
"ACA1_232480","ACA1_232480","ribosomal protein S23 (S12), putative",4436.53,4207.33,4191.24,4005.39,4328.1,3434.02,4334.78
