"","GeneId","Descripcion","Ctrl0hr","Encyst1hr","Encyst4hr","Encyst8hr"
"ACA1_217370","ACA1_217370","adaptorrelated protein complex 1, beta 1 subunit, isoform 2, putative",55.78,65.8,62.91,58.83
"ACA1_217730","ACA1_217730","Tim10/DDP family zinc finger superfamily protein",135,9.61,39.38,116.85
"ACA1_217740","ACA1_217740","gammaglutamyltransferase",66.91,9.64,33.9,48.55
"ACA1_217760","ACA1_217760","hypothetical protein",64.34,40.89,24.27,26.68
"ACA1_218260","ACA1_218260","hypothetical protein",81.89,186.46,111.5,90.26
"ACA1_218370","ACA1_218370","myosinI binding protein, putative",57.55,81.13,76.97,64.64
"ACA1_218380","ACA1_218380","polyubiquitin, putative",69.21,87.05,102.86,78.07
"ACA1_218400","ACA1_218400","thioredoxin domain containing protein",103.5,39.31,69.81,99.18
"ACA1_218410","ACA1_218410","hypothetical protein",250.76,270.15,331.32,297
"ACA1_218420","ACA1_218420","hypothetical protein",51.87,101.97,58.62,53.32
"ACA1_218430","ACA1_218430","Oligoribonuclease, mitochondrial precursor, putative",66.8,28.35,47.41,56.08
"ACA1_218440","ACA1_218440","RNA polymerase Rpb3/Rpb11 dimerization domain containing protein",126.78,99.41,148.38,181.28
"ACA1_218460","ACA1_218460","hypothetical protein",165.06,89.7,88.48,81.11
"ACA1_218470","ACA1_218470","rasrelated protein Rab-21, putative",123.37,190.52,208.85,199.6
"ACA1_218590","ACA1_218590","hypothetical protein",47.92,15.35,23.2,26.38
"ACA1_218600","ACA1_218600","PCI domain containing protein",187.9,56.29,50.35,46.47
"ACA1_218610","ACA1_218610","hypothetical protein",55.36,41.5,35.06,32.83
"ACA1_218630","ACA1_218630","hypothetical protein",152.05,29.83,21.01,20.51
"ACA1_218640","ACA1_218640","nucleoside diphosphate kinase 1, putative",818.4,641.78,435.72,343.61
"ACA1_218650","ACA1_218650","ribosomal protein L9, Nterminal domain containing protein",94.67,21.41,20.34,21.81
"ACA1_218690","ACA1_218690","1,2dihydroxy-3-keto-5-methylthiopentene dioxygenase",335.73,163.34,172.17,159.69
"ACA1_219070","ACA1_219070","Nfrl, putative",130.84,98.15,83.82,59.58
"ACA1_219090","ACA1_219090","hypothetical protein",80.92,157.08,184.78,198.2
"ACA1_219430","ACA1_219430","iron donor protein CyaY, putative",55.46,31.85,30.53,27.04
"ACA1_219740","ACA1_219740","Nacetyltransferase",43.03,64.85,62.32,107.62
"ACA1_219780","ACA1_219780","hypothetical protein",430.13,201.61,279.32,382.74
"ACA1_219820","ACA1_219820","actin-1, putative",619.39,945.09,559.08,312.01
"ACA1_220030","ACA1_220030","mitochondrial NADH:ubiquinone oxidoreductase 19 kDa subunit",209.04,176.48,198.18,206.62
"ACA1_220040","ACA1_220040","40S ribosomal protein S3a, putative",2296.03,2066.35,1408.34,1233.5
"ACA1_220050","ACA1_220050","calponin domain containing protein",63.2,327.33,283.18,246.14
"ACA1_220060","ACA1_220060","SAP domain containing protein",42.81,62.16,101.96,125.49
"ACA1_220090","ACA1_220090","Nethylammeline chlorohydrolase",200.69,55.62,52.33,56.02
"ACA1_220120","ACA1_220120","uricase",129.74,37.35,57.42,70.98
"ACA1_220130","ACA1_220130","hypothetical protein",55.33,32.99,28.39,29.27
"ACA1_220140","ACA1_220140","eukaryotic translation elongation factor 2, putative",916.06,516.2,338.41,337.96
"ACA1_220200","ACA1_220200","hypothetical protein",77.14,166.15,87.88,62.99
"ACA1_220570","ACA1_220570","cyclopropyl isomeraselike protein",73.47,25.85,34.1,36.36
"ACA1_220660","ACA1_220660","phosphoserine transaminase",60.01,44.45,32.94,29.71
"ACA1_220710","ACA1_220710","malate dehydrogenase 3, putative",648.57,765.35,451.28,552.07
"ACA1_220740","ACA1_220740","tetratricopeptide repeat domain containing protein",47.29,55.62,42.03,46.03
"ACA1_220760","ACA1_220760","catalytic, putative",55.45,212.1,216.51,228.94
"ACA1_220770","ACA1_220770","urease accessory protein UreG, putative",95.83,77.3,52.21,43.17
"ACA1_221060","ACA1_221060","leucine rich repeat domain containing protein",46.22,63.48,25.98,24.04
"ACA1_221070","ACA1_221070","carrier superfamily protein",64.69,32.5,57.26,73.33
"ACA1_221090","ACA1_221090","Peptidylprolyl cis-trans isomerase",56.84,58.32,52.15,65.28
"ACA1_221200","ACA1_221200","hypothetical protein",44.81,40.79,39.68,45.66
"ACA1_221620","ACA1_221620","hypothetical protein",59.34,211.4,220.43,284.98
"ACA1_221650","ACA1_221650","R3H domain containing protein",67.47,120.02,75.8,81.89
"ACA1_221770","ACA1_221770","3hydroxyanthranilate 3,4-dioxygenase",45.09,74.95,55.78,57.24
"ACA1_222310","ACA1_222310","tubulin gamma chain",78.46,10.11,21.64,28.14
"ACA1_222320","ACA1_222320","CDP-alcohol phosphatidyltransferase superfamily protein",40.21,17.82,25.36,28.24
"ACA1_222670","ACA1_222670","galactosyl transferase GMA12/MNN10 family protein",79.31,119.19,33.46,36.33
"ACA1_222700","ACA1_222700","peptidase S8 and S53 subtilisin kexin sedolisin, putative",312.53,54.05,617.6,1221.73
"ACA1_222710","ACA1_222710","serine rich protein",505.36,193.85,100.18,107.84
"ACA1_222720","ACA1_222720","shortchain dehydrogenase/reductase SDR, putative",113.79,144.69,119.3,132.21
"ACA1_223050","ACA1_223050","ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein",716.07,231.47,134.31,149.56
"ACA1_223060","ACA1_223060","hypothetical protein",43.11,58.72,55.05,49.95
"ACA1_223220","ACA1_223220","Protein-tyrosine-phosphatase",39.75,20.9,18.56,16.83
"ACA1_223280","ACA1_223280","cytochrome c1, putative",383.05,263.57,195.35,181.22
"ACA1_223300","ACA1_223300","coatomer subunit beta'2, putative",162.39,191.47,165.52,152.53
"ACA1_223330","ACA1_223330","peptidase S8 and S53 subtilisin kexin sedolisin, putative",209.29,355.29,580.66,487.09
"ACA1_223790","ACA1_223790","Saccharopine dehydrogenase (NAD+, Llysine-forming), putative protein",56.17,33.75,10.61,5.08
"ACA1_223920","ACA1_223920","saccharopine dehydrogenase (nad+, l-lysine forming), putative",85.58,54.95,24.68,14.71
"ACA1_224290","ACA1_224290","complex I intermediateassociated CIA30 protein",40.33,23.53,25.86,36.74
"ACA1_224300","ACA1_224300","EF1 guanine nucleotide exchange domain containing protein",979.96,590.13,695.35,611.29
"ACA1_224330","ACA1_224330","electron transport complex, RnfABCDGE type, D subunit",106.95,71.1,128.67,95.11
"ACA1_224340","ACA1_224340","importin beta subunit",74.72,33.13,55,65.05
"ACA1_224360","ACA1_224360","1pyrroline-5-carboxylate dehydrogenase",148.74,343.24,1458.3,2002.06
"ACA1_224400","ACA1_224400","TolAlike protein",187.14,255.93,236.85,156.74
"ACA1_224420","ACA1_224420","COMM domain containing protein 1, putative",39.66,17.22,42.47,34.01
"ACA1_224500","ACA1_224500","phospholipidtranslocating P-type ATPase family protein",56.12,29.65,52.91,50.63
"ACA1_224850","ACA1_224850","galactosebinding domain containing protein",48.61,51.22,83.14,109.91
"ACA1_224870","ACA1_224870","X7, putative",231.18,127.4,149.45,148.98
"ACA1_225890","ACA1_225890","hypothetical protein",42.63,8.13,12.73,24.71
"ACA1_225920","ACA1_225920","cholinesterase",84.31,85.96,83.9,73.42
"ACA1_226070","ACA1_226070","5'-nucleotidase",49.86,52.26,12.28,7
"ACA1_226180","ACA1_226180","5'nucleotidase",54.76,96.66,44.77,29.87
"ACA1_226540","ACA1_226540","zinc finger, C3HC4 type (RING finger) domain containing protein",48.18,50.6,71.47,93.92
"ACA1_226670","ACA1_226670","hypothetical protein",41.71,39.91,60.03,72.44
"ACA1_226680","ACA1_226680","hypothetical protein",61.95,41.55,67.18,102.54
"ACA1_226690","ACA1_226690","phosphoribulokinase / uridine kinase superfamily protein",50.71,12.56,20.21,28.33
"ACA1_226720","ACA1_226720","DnaJ domain containing protein",165.83,144.32,179,210.33
"ACA1_226750","ACA1_226750","calponin domain containing protein",59.22,50.77,51.52,56.05
"ACA1_226890","ACA1_226890","Ankyrin repeatcontaining protein",369.98,171.12,170.85,123.44
"ACA1_227010","ACA1_227010","Utp11 protein",72.83,2.97,8.18,12.42
"ACA1_227700","ACA1_227700","isocitrate dehydrogenase Idp1, putative",139.03,186.63,153.41,129.93
"ACA1_227710","ACA1_227710","hypothetical protein",46.06,0.42,0.17,0.26
"ACA1_227720","ACA1_227720","hypothetical protein",135.32,10.61,7.37,10.35
"ACA1_227760","ACA1_227760","Ras subfamily protein",250.04,165.95,236,268.4
"ACA1_228370","ACA1_228370","RWD domain containing protein",104.53,62.95,69.02,71.36
"ACA1_228650","ACA1_228650","hypothetical protein",49.42,44.04,36.12,33.35
"ACA1_228660","ACA1_228660","DNA-directed RNA polymerase III 34kD-subunit family protein, putative",42.24,9.2,13.6,14.41
"ACA1_228670","ACA1_228670","hypothetical protein",60.78,27.86,27.11,19.33
"ACA1_228710","ACA1_228710","DnaJ domain containing protein",88.71,68.17,50.36,63.11
"ACA1_228750","ACA1_228750","dual specificity phosphatase, catalytic domain containing protein",126.23,114.39,94.21,96.06
"ACA1_229160","ACA1_229160","hypothetical protein",50.43,82.86,65.97,73.46
"ACA1_229180","ACA1_229180","WD repeat protein",72.25,16.74,24.81,21.53
"ACA1_229190","ACA1_229190","MYND finger domain containing protein",209.98,68.44,91.59,111.4
"ACA1_229200","ACA1_229200","Ras-related protein Rab-1A, putative",78.53,187.19,184.94,203.29
"ACA1_229480","ACA1_229480","hypothetical protein",80.25,111.74,118.68,135.42
"ACA1_229520","ACA1_229520","protein serine/threonine kinase, putative",43.51,66.52,52.72,50.05
"ACA1_229580","ACA1_229580","hypothetical protein",573.8,274.96,693.01,696.85
"ACA1_229730","ACA1_229730","Ras-related GTP-binding protein A, putative",51.54,34,38.65,45.61
"ACA1_230190","ACA1_230190","RNA recognition motif domain containing protein",55.09,99.36,109.78,98.75
"ACA1_230230","ACA1_230230","hypothetical protein",60.39,48.84,57.63,48.06
"ACA1_230440","ACA1_230440","p21activated protein kinase-interacting protein 1, putative",88.65,2.23,4.11,5.39
"ACA1_230460","ACA1_230460","2OGFe(II) oxygenase",66.48,46.34,10.96,5.59
"ACA1_230530","ACA1_230530","S(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase",197.3,293.64,390.76,478.54
"ACA1_230800","ACA1_230800","phosphoenolpyruvate carboxykinase",57.13,29.64,14.59,13.27
"ACA1_231010","ACA1_231010","phosphoenolpyruvate carboxykinase",176.25,105.54,49,45.62
"ACA1_231810","ACA1_231810","hypothetical protein",79.02,8.28,9.43,10.93
"ACA1_232380","ACA1_232380","thiazole biosynthesis protein ThiG, putative",192.58,202.66,174.16,343.66
"ACA1_232400","ACA1_232400","shortchain dehydrogenase/reductase SDR, putative",52.64,43.26,36.81,37.95
"ACA1_232430","ACA1_232430","CBS domain containing protein",160.45,217.39,136.38,141.57
"ACA1_232470","ACA1_232470","hypothetical protein",71.6,75.21,85.91,87.69
"ACA1_232480","ACA1_232480","ribosomal protein S23 (S12), putative",4436.53,4191.24,4328.1,4334.78
"ACA1_232500","ACA1_232500","tryptophan 2,3-dioxygenase, putative",169.08,81.02,71.86,65.4
"ACA1_232520","ACA1_232520","SIT4 phosphataseassociated protein",319.74,163.98,189.25,163.78
"ACA1_232630","ACA1_232630","FYVE zinc finger domain containing protein",41.19,117.43,95.99,91.47
"ACA1_232640","ACA1_232640","exopolyphosphatase",49.88,68.3,63.06,58.42
"ACA1_232650","ACA1_232650","AMPbinding enzyme domain containing protein",138.02,79.21,58.56,51.21
"ACA1_232660","ACA1_232660","hypothetical protein",86.21,46.45,40.36,41.94
"ACA1_232690","ACA1_232690","Vacuolar proton pump d subunit, putative",223.89,63.05,252.43,262.34
"ACA1_232800","ACA1_232800","peptidase dimerization domain containing protein",43.37,72.26,96.9,89.01
"ACA1_232840","ACA1_232840","hypothetical protein",299.23,115.92,126.84,216.53
"ACA1_233000","ACA1_233000","fatty acid betaoxidation-related protein",801.95,376.91,446.5,582.99
"ACA1_233020","ACA1_233020","hypothetical protein",77.02,115.47,133.9,90.01
"ACA1_233060","ACA1_233060","Notchless-related, putative",121.73,9.47,15.74,18.75
"ACA1_233070","ACA1_233070","hypothetical protein",71.24,111.69,101.33,97.95
"ACA1_233080","ACA1_233080","NOT2 / NOT3 / NOT5 family protein",40.75,42,36.95,39.06
"ACA1_233090","ACA1_233090","eukaryotic translation initiation factor family protein",432.44,203.06,178.68,164.87
"ACA1_233410","ACA1_233410","NFX1type zinc finger-containing protein 1, putative",44.83,72.45,72.15,57.23
"ACA1_233420","ACA1_233420","hypothetical protein",71.26,105.97,117.81,95.05
"ACA1_233630","ACA1_233630","von Willebrand factor type A domain containing protein",63.92,340.06,290.52,314.78
"ACA1_233740","ACA1_233740","hypothetical protein",316.33,36.29,27.61,30.28
"ACA1_233880","ACA1_233880","Ser/Thr phosphatase family superfamily protein",164.6,67.34,75.35,73.79
"ACA1_234000","ACA1_234000","diphosphonucleotide phosphatase 1, putative",148.33,213.15,256.65,228.46
"ACA1_234030","ACA1_234030","fascin subfamily protein",2275.85,4600.56,6788.88,7738
"ACA1_234110","ACA1_234110","rhodaneselike domain containing protein",72.02,96.28,119.84,123.52
"ACA1_234130","ACA1_234130","hypothetical protein",82.54,79.23,114.66,113.36
"ACA1_234140","ACA1_234140","Damino acid oxidase",42.62,39.23,58.76,59.92
"ACA1_234160","ACA1_234160","transcription factor tfiib repeat domain containing protein",100.47,108.54,118.15,141.57
"ACA1_234170","ACA1_234170","outer membrane protein, OMP85 family",113.79,60.53,52.89,64.19
"ACA1_234280","ACA1_234280","hypothetical protein",49.22,46.79,39.62,50.7
"ACA1_234340","ACA1_234340","Ubiquitin carboxylterminal hydrolase domain containing protein",69.24,129.23,123.75,122.23
"ACA1_234600","ACA1_234600","KH domain containing protein",85.14,42.61,57.43,63.73
"ACA1_234610","ACA1_234610","peptidylprolyl cis-trans isomerase, cyclophilin-type, putative",373.38,365.07,333,381.29
"ACA1_234620","ACA1_234620","polyadenylate-binding protein family protein",151.13,87.47,96.59,107.1
"ACA1_234810","ACA1_234810","hypothetical protein",941.24,378.46,121.51,79.67
"ACA1_234820","ACA1_234820","Serine/threonine protein phosphatase 5, putative",75.62,23.89,28.02,29.76
"ACA1_235090","ACA1_235090","lysophospholipaselike protein",57.34,79.21,74.86,84.5
"ACA1_235720","ACA1_235720","hypothetical protein",41.52,52.15,67.73,78.76
"ACA1_236150","ACA1_236150","DNA-directed DNA polymerase",61.12,1.21,1.6,2.83
"ACA1_236290","ACA1_236290","mitochondrial carnitineacylcarnitine carrier protein",45.66,4.96,2.6,3.26
"ACA1_236320","ACA1_236320","cytochrome p450 superfamily protein",87.99,80.22,74.77,67.37
"ACA1_236340","ACA1_236340","hypothetical protein",450.83,315.8,268.79,130.99
"ACA1_236350","ACA1_236350","peptidase, M20/M25/M40 superfamily protein",81.81,93.69,97.39,87.83
"ACA1_236360","ACA1_236360","AP3 complex beta3B subunit",91.08,79.56,66.36,53.57
"ACA1_236470","ACA1_236470","hypothetical protein",197.75,165.35,130.81,132.46
"ACA1_236480","ACA1_236480","ribosomal L28e protein family",848.6,709.67,517.7,515.09
"ACA1_236490","ACA1_236490","hypothetical protein",171.45,171.7,160.82,168.42
"ACA1_236640","ACA1_236640","hypothetical protein",51.35,9.25,1.78,1.23
"ACA1_236650","ACA1_236650","Calciumbinding mitochondrial carrier protein",55.83,34.42,13.01,6.73
"ACA1_236690","ACA1_236690","Peptidylprolyl cis-trans isomerase",204.52,224.05,216.65,287.75
"ACA1_237430","ACA1_237430","hypothetical protein",87.56,34.35,45.05,48.41
"ACA1_237440","ACA1_237440","peptidylprolyl cis-trans isomerase, cyclophilin-type domain containing protein",56.88,51.89,41.95,42.13
"ACA1_237810","ACA1_237810","hypothetical protein",43.77,17.51,22.35,22.6
"ACA1_237840","ACA1_237840","hypothetical protein",60.68,62.19,101.01,83.54
"ACA1_237850","ACA1_237850","BTB/POZ domain containing protein",48.4,117.68,93.68,85.11
"ACA1_237870","ACA1_237870","sterol 24C-methyltransferase",612.77,643.6,772.42,774.84
"ACA1_237880","ACA1_237880","leucine zipper and CTNNBIP1 domain containing, putative",142.39,186.54,228.39,236.29
"ACA1_237890","ACA1_237890","SCP2 sterol transfer family protein",613.06,737.53,747.21,678.11
"ACA1_238390","ACA1_238390","coronin, putative",94.75,132.33,96.27,71.94
"ACA1_238400","ACA1_238400","hypothetical protein",60.52,24.83,17.65,16.03
"ACA1_238410","ACA1_238410","hypothetical protein",72.62,130.7,160.42,194.86
"ACA1_239230","ACA1_239230","small copii coat gtpase sar1, putative",42.09,37.74,44.1,82.71
"ACA1_239270","ACA1_239270","polyubiquitin, putative",163.83,508.39,372.62,379.63
"ACA1_239500","ACA1_239500","copper chaperone, putative",395.41,19.89,32.6,56.46
"ACA1_239570","ACA1_239570","clathrin assembly protein AP19, small subunit",135.83,125.48,170.93,204.95
"ACA1_239790","ACA1_239790","stationaryphase survival protein SurE, putative",91.66,53.6,37.65,53.78
"ACA1_240180","ACA1_240180","WD domain, Gbeta repeat-containing protein",43.14,26.65,21.83,25.02
"ACA1_240320","ACA1_240320","mob1/phocein family protein",39.73,67.99,73.32,79.04
"ACA1_242170","ACA1_242170","hypothetical protein",39.91,29.1,43.7,55.76
"ACA1_243420","ACA1_243420","Ras subfamily protein",194.6,514.38,490.41,485.19
"ACA1_244080","ACA1_244080","PCI domain containing protein",139.8,441.67,172.13,123.97
"ACA1_244110","ACA1_244110","cysteine protease",80.04,128.87,209.88,163.1
"ACA1_244230","ACA1_244230","cathepsin L, putative",350.81,472.94,667.54,524.11
"ACA1_244380","ACA1_244380","P protein, putative",45.22,17.45,63.52,62.45
"ACA1_244750","ACA1_244750","oxysterol binding protein",112.25,86.47,91.49,106.71
"ACA1_244760","ACA1_244760","P protein, putative",109.08,97.95,83.44,78.8
"ACA1_244880","ACA1_244880","thioredoxin domain containing protein",104.61,154.86,93.79,85.27
"ACA1_244890","ACA1_244890","hypothetical protein",44.57,9.88,3.66,1.03
"ACA1_244930","ACA1_244930","hypothetical protein",89.64,57.13,69.49,98.04
"ACA1_245080","ACA1_245080","ubiquitinlike protein",77.42,81.02,87.26,79.16
"ACA1_245470","ACA1_245470","4F5 protein family",215.47,434.08,537.04,554.35
"ACA1_245480","ACA1_245480","COX11, putative",66.62,10.71,22.52,27.16
"ACA1_245490","ACA1_245490","hypothetical protein",714.78,680.1,872.47,599.19
"ACA1_245520","ACA1_245520","RNA recognition motif domain containing protein",1446.96,363.86,106,140.28
"ACA1_245680","ACA1_245680","linker histone H1 and H5 domain containing protein",47.78,111.03,120.16,105.07
"ACA1_245690","ACA1_245690","xanthine phosphoribosyltransferase",51.18,3.63,6.37,8.25
"ACA1_245710","ACA1_245710","hypothetical protein",1558.41,329.82,16.94,3.32
"ACA1_246780","ACA1_246780","Ras subfamily protein",108.17,95.04,113.35,154.64
"ACA1_246790","ACA1_246790","thioredoxin-1, putative",473.4,463.23,297.26,270.14
"ACA1_246810","ACA1_246810","KH domain containing protein",78.89,11.33,18.77,18.86
"ACA1_247100","ACA1_247100","hypothetical protein",6226.59,10502.17,16264.24,13395.85
"ACA1_247260","ACA1_247260","SET domain containing protein",93.12,112.81,116.81,117.06
"ACA1_248350","ACA1_248350","hypothetical protein",303.54,133.95,155.04,139.55
